study_id,dataset_id,run_tag,query_id,question,query_type,difficulty,grounded,gt_coverage,retrieval_quality_score,retrieval_chunk_count,retrieval_gate_decision,context_sufficiency,grader_rejection_count,grader_consistency_valid,expected_answer,generated_answer
AB-02,01_basics_ecommerce,,Q001,What information is stored for each customer?,direct_mapping,easy,True,1.0,0.7,0,,adequate,0,True,"Each customer has a unique ID, full name, email address, geographic region code, creation date, and active status. The email must be unique across all customers.","For each customer, the `CUSTOMER_MASTER` table stores these fields: `CUST_ID` (unique customer identifier), `FULL_NAME` (customer’s full name), `EMAIL` (unique email address for login), `REGION_CODE` (geographic region for tax), `CREATED_AT` (account creation timestamp), and `IS_ACTIVE` (whether the customer can place orders)."
AB-02,01_basics_ecommerce,,Q002,How are products categorized on the platform?,direct_mapping,easy,True,1.0,0.7,0,,adequate,0,True,"Products belong to categories which can have a parent category, forming a hierarchical tree structure. Each product references exactly one category through its CATEGORY_ID.","Products are categorized via a category hierarchy (`TB_CATEGORY`) and a category reference on each product (`TB_PRODUCT`).

`TB_CATEGORY` represents the hierarchical category tree with `CATEGORY_ID` as the primary key, `CATEGORY_NAME` as the category name, and `PARENT_CATEGORY_ID` (nullable) as a self-referencing foreign key to `TB_CATEGORY(CATEGORY_ID)` to build parent/child categories.

`TB_PRODUCT` (the product catalog) stores `CATEGORY_ID` as a non-null column, with a foreign key constraint `CATEGORY_ID → TB_CATEGORY(CATEGORY_ID)`. Because `TB_PRODUCT.CATEGORY_ID` is defined as not nullable (`Nullable = NO`) and the foreign key points to `TB_CATEGORY`, each product belongs to exactly one valid category before it can be ordered."
AB-02,01_basics_ecommerce,,Q003,What is the relationship between customers and sales orders?,direct_mapping,easy,True,0.5,0.9846936454393053,0,,adequate,0,True,"Each sales order is placed by exactly one customer, referenced through the CUST_ID foreign key. A customer can place zero or more orders over time.","A Sales Order is placed by exactly one Customer. In the schema/relationship summary, `CUSTOMER_MASTER.CUST_ID` is related to `SALES_ORDER_HDR.CUST_ID` via the foreign key `CUST_ID → CUSTOMER_MASTER(CUST_ID)`, so each `SALES_ORDER_HDR` row is associated with a single customer. The relationship is many-to-one from Sales Orders to Customers: a Customer can place zero or more Sales Orders."
AB-02,01_basics_ecommerce,,Q004,What does an order line item contain?,direct_mapping,easy,True,0.75,0.8739697093481282,0,,adequate,0,True,"An order line item specifies a product, the quantity ordered, the unit price at time of purchase, and the calculated extended amount. Each line item belongs to exactly one sales order.","An order line item (order detail / order row) breaks down a sales order into individual product purchases. It contains a unique line identifier, a reference to exactly one product, the quantity of units ordered, the unit price at the time the order was placed (historical, fixed), and the extended line amount calculated as quantity × unit price.

In the schema table `ORDER_LINE_ITEM`, these are represented by `LINE_ID` (unique line identifier), `ORDER_ID` (parent sales order), `PRODUCT_ID` (product ordered), `QUANTITY`, `UNIT_PRICE`, and `LINE_AMT` (extended amount)."
AB-02,01_basics_ecommerce,,Q005,How are payments linked to orders?,direct_mapping,easy,True,0.6667,0.7727022250064034,0,,adequate,0,True,"Each payment is associated with exactly one sales order through the ORDER_ID foreign key. Payments track the payment method, amount, status, and confirmation timestamp.","Payments are linked to orders via the `PAYMENT.ORDER_ID` foreign key that references `SALES_ORDER_HDR.ORDER_ID`.

In the schema, the `PAYMENT` table has `ORDER_ID` (nullable = NO) described as “Order being paid”, and its foreign key is `ORDER_ID → SALES_ORDER_HDR(ORDER_ID)`. This matches the business relationship that a `Payment` is “for exactly one Sales Order” and is “linked to the associated Sales Order via ORDER_ID.”"
AB-02,01_basics_ecommerce,,Q006,What statuses can an order have?,attribute_lookup,easy,True,0.0,0.6262384732594434,0,,adequate,0,True,"Orders can have one of five statuses defined via CHECK constraint on SALES_ORDER_HDR.STATUS_CODE: PENDING (initial state when order is created), CONFIRMED (payment has been received), SHIPPED (dispatched to customer), DELIVERED (received by customer), or CANCELLED. The business glossary describes the same lifecycle under Sales Order.","A **Sales Order** can have the following **Status** values: **PENDING, CONFIRMED, SHIPPED, DELIVERED, CANCELLED**."
AB-02,01_basics_ecommerce,,Q007,Which table stores the product SKU information?,direct_mapping,easy,True,0.0,0.7,0,,adequate,0,True,"The TB_PRODUCT table stores the SKU (Stock Keeping Unit) code for each product, along with product name, category, price, and active status.","The product SKU information is stored in the table `TB_PRODUCT`, in the `SKU` column (defined as “Stock Keeping Unit code”)."
AB-02,01_basics_ecommerce,,Q008,How can I find all orders placed by a specific customer?,multi_hop,medium,True,0.5,0.7,0,,adequate,0,True,"Query the SALES_ORDER_HDR table filtering by CUST_ID. Each order has a foreign key reference to CUSTOMER_MASTER.CUST_ID, so joining these tables on CUST_ID will show all orders for a customer along with their details.","To find all orders placed by a specific customer, query the `SALES_ORDER_HDR` table using its `CUST_ID` column.

In the schema, `CUSTOMER_MASTER` is the customer master table with primary key `CUST_ID`, and `SALES_ORDER_HDR.CUST_ID` is a foreign key to `CUSTOMER_MASTER.CUST_ID` (“Customer who placed order”, nullable = `NO`). Therefore, for a given customer, select all rows from `SALES_ORDER_HDR` where `SALES_ORDER_HDR.CUST_ID` equals the customer’s `CUSTOMER_MASTER.CUST_ID`. The orders returned will include `ORDER_ID`, `ORDER_DATE`, `TOTAL_AMT`, and `STATUS_CODE`, and may also include `PAYMENT_CONFIRMED_AT` and `DELIVERED_AT` (both nullable)."
AB-02,01_basics_ecommerce,,Q009,How does the schema link orders to their individual product line items?,multi_hop,medium,True,0.6667,0.7,0,,adequate,0,True,"The ORDER_LINE_ITEM table is the junction entity between SALES_ORDER_HDR and TB_PRODUCT. It contains ORDER_ID (foreign key to SALES_ORDER_HDR) and PRODUCT_ID (foreign key to TB_PRODUCT), allowing a single order to have multiple line items. Each line item also records QUANTITY (constrained to be > 0), UNIT_PRICE, and LINE_AMT.","Orders link to their individual product line items through the `ORDER_ID` foreign key relationship.

In the schema, the order header is `SALES_ORDER_HDR` with primary key `ORDER_ID`. The line items are stored in `ORDER_LINE_ITEM` with primary key `LINE_ID`. Each `ORDER_LINE_ITEM` row has `ORDER_ID` defined as `Nullable = NO`, and it has a foreign key `ORDER_ID → SALES_ORDER_HDR(ORDER_ID)`. This means each order line item belongs to exactly one sales order, and a sales order has one or more order line items."
AB-02,01_basics_ecommerce,,Q010,Show me the order hierarchy from customer to line items.,multi_hop,medium,True,0.5,0.7,0,,adequate,0,True,"The hierarchy is: Customer (CUSTOMER_MASTER) → SalesOrder (SALES_ORDER_HDR) → OrderLineItem (ORDER_LINE_ITEM) → Product (TB_PRODUCT). Each customer has orders, each order has line items, and each line item references a product.","Customer → Sales Order Header → Order Line Item.

A Customer places Sales Orders (“A Sales Order is placed by exactly one Customer”). In the schema mapping, this is CUSTOMER_MASTER.CUST_ID → SALES_ORDER_HDR.CUST_ID.

A Sales Order has one or more Order Line Items (“A Sales Order has one or more Order Line Items”). In the schema mapping, SALES_ORDER_HDR.ORDER_ID → ORDER_LINE_ITEM.ORDER_ID, where Order Line Items are stored in ORDER_LINE_ITEM."
